Student_ID,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1217,Female,22,Engineering,62.74,44.14,45.51,78.98,50.77,0.99,95.43,B,20.7,Yes,Yes,Low,9,8.2
S1218,Male,23,CS,57.84,82.08,59.86,74.79867276377426,71.06,2.76,58.92,C,29.7,No,Yes,Low,9,5.2
S1219,Female,19,Engineering,75.431409455843,71.1,82.54,83.78,58.93,3.73,52.18,A,22.7,No,Yes,Low,1,4.2
S1220,Male,23,Engineering,54.66,69.78,97.5,69.69,92.78,1.04,89.83,F,12.7,No,Yes,Low,9,5.9
S1221,Male,18,Business,96.89,58.03,98.85,56.88,87.5,7.62,78.18,A,9.7,No,Yes,High,8,8.1
S1222,Male,19,Business,91.33,94.28,78.29,74.97,78.66,7.87,62.32,A,24.8,Yes,Yes,Low,8,6.2
S1223,Female,22,Engineering,92.88,45.43,51.62,94.52,74.45,8.36,83.54,B,9.5,No,No,Medium,3,6.4
S1224,Female,24,CS,95.33,92.19,47.15,73.44,62.79,5.84,88.34,A,20.7,Yes,Yes,Medium,8,4.2
S1225,Female,24,Business,70.43,62.6,96.76,59.78,73.75,5.07,92.23,B,8.3,No,Yes,Medium,2,7.6
S1226,Male,22,CS,92.34,92.84,66.04,54.65,82.06,2.63,64.11,B,23.0,Yes,Yes,Low,2,5.7
S1227,Female,23,Engineering,75.431409455843,83.73,51.69,97.2,89.11,6.55,51.28,B,24.6,No,No,Medium,4,7.6
S1228,Male,22,CS,51.08,46.25,96.03,87.15,54.08,4.45,75.5,D,29.8,No,Yes,Medium,7,6.1
S1229,Male,22,CS,89.24,89.89,46.27,74.79867276377426,85.42,9.71,92.8,B,28.9,No,Yes,High,4,6.6
S1230,Male,21,Mathematics,53.74,80.93,83.77,64.77,87.14,9.68,60.39,D,22.8,No,Yes,Low,2,6.9
S1231,Male,18,CS,99.43,41.94,77.52,94.76,77.95,9.05,71.06,B,11.9,No,Yes,Medium,5,5.0
S1232,Male,24,Engineering,83.74,48.02,45.26,58.88,60.72,3.6,62.82,C,6.1,No,Yes,High,8,5.5
S1233,Male,21,CS,87.67,78.14,60.32,76.75,76.96,3.68,50.67,A,18.9,Yes,Yes,Low,7,6.9
S1234,Female,22,Mathematics,62.29,79.76,49.0,85.68,75.14,8.53,94.93,D,24.1,No,Yes,Medium,7,8.1
S1235,Male,20,Business,83.69,84.8,76.27,69.82,73.79,7.29,56.75,D,5.3,No,Yes,Low,9,8.8
S1236,Female,21,CS,52.16,83.21,68.63,52.0,73.03,7.04,88.34,D,18.1,No,Yes,Low,5,6.6
S1237,Male,22,CS,91.89,79.57,40.26,61.39,55.54,2.8,67.33,B,27.1,Yes,Yes,High,4,4.4
S1238,Female,24,Engineering,75.431409455843,85.97,98.54,95.09,59.14,8.33,63.88,B,20.9,No,No,Low,10,8.8
S1239,Female,22,CS,84.87,74.51,60.98,74.79867276377426,54.87,5.79,97.05,F,22.1,No,Yes,Medium,9,6.1
S1240,Female,18,Engineering,61.22,55.65,55.49,90.77,62.12,4.47,82.86,F,16.9,No,Yes,Medium,1,4.5
S1241,Female,23,CS,53.42,94.74,53.35,77.78,63.17,8.65,84.35,D,28.6,No,Yes,Low,6,8.9
S1242,Male,19,CS,74.07,41.09,49.53,97.18,62.25,3.94,87.98,D,14.4,Yes,Yes,High,3,5.4
S1243,Male,21,Engineering,58.46,61.99,99.95,74.79867276377426,60.55,6.54,67.05,F,14.5,No,Yes,Low,6,7.3
S1244,Male,21,CS,86.47,83.73,57.71,74.79867276377426,86.77,4.66,78.18,B,17.9,No,No,Low,7,4.7
S1245,Male,21,Business,61.88,65.63,64.33,65.91,90.93,5.93,63.51,B,19.6,No,No,Low,1,7.6
S1246,Female,22,CS,67.12,41.49,92.28,80.08,66.36,0.41,91.73,C,18.4,Yes,Yes,Medium,6,8.9
S1247,Female,18,CS,78.37,43.96,78.51,83.74,65.26,4.61,79.97,B,25.5,No,Yes,Low,8,8.9
S1248,Female,22,Mathematics,64.25,78.92,62.12,74.79867276377426,92.2,5.56,62.17,B,25.9,Yes,Yes,Medium,5,4.6
S1249,Male,22,Engineering,75.431409455843,97.89,93.9,91.11,81.2,4.93,94.99,B,8.3,No,Yes,Medium,5,7.8
S1250,Female,23,Business,90.78,73.11,84.98,59.17,64.67,8.47,79.04,A,19.9,No,Yes,Low,7,7.3
S1251,Male,20,CS,58.96,70.41,53.67,74.79867276377426,85.68,3.11,74.75,D,29.6,No,Yes,Medium,8,8.0
S1252,Female,18,Engineering,54.11,59.1,78.62,84.32,67.23,8.84,51.72,C,20.0,No,Yes,Medium,7,5.7
S1253,Female,21,Business,66.42,55.4,95.34,74.79867276377426,79.33,4.03,95.49,C,22.2,No,Yes,High,3,6.0
S1254,Female,19,CS,71.22,41.26,69.79,71.99,99.63,6.95,97.61,C,26.5,Yes,Yes,High,6,5.7
S1255,Female,21,Business,77.13,56.38,84.02,98.19,65.08,0.87,78.13,C,26.7,No,Yes,High,9,7.8
S1256,Female,22,Engineering,68.62,66.95,98.27,81.29,96.53,2.0,72.13,A,5.4,No,No,Low,2,8.0
S1257,Male,18,CS,89.5,51.88,81.42,97.45,66.03,7.61,67.98,A,11.0,No,Yes,Medium,9,5.2
S1258,Female,24,Engineering,51.97,45.24,46.15,86.12,77.01,0.12,63.4,D,26.6,No,Yes,Medium,3,6.9
S1259,Male,18,Engineering,71.59,83.06,54.67,86.23,73.0,9.69,78.73,C,21.7,No,Yes,Low,3,4.6
S1260,Male,18,CS,69.11,93.68,75.71,79.59,89.16,1.91,56.4,A,20.8,No,Yes,High,10,4.1
S1261,Male,20,Engineering,82.38,96.21,56.53,57.11,53.05,9.01,95.96,F,26.5,Yes,Yes,Low,2,7.1
S1262,Male,21,CS,98.31,77.08,97.45,74.79867276377426,81.36,5.16,58.8,A,25.2,No,Yes,Medium,3,8.2
S1263,Male,20,Engineering,75.52,43.17,64.32,62.63,88.03,5.65,87.28,C,23.8,Yes,Yes,Low,7,8.5
S1264,Male,24,Business,99.34,84.45,67.43,99.93,73.61,0.84,65.34,B,6.2,No,Yes,Medium,3,7.1
S1265,Male,24,Engineering,65.11,46.61,82.1,63.35,55.26,3.65,61.3,F,24.5,No,Yes,Medium,1,8.0
S1266,Male,23,Mathematics,51.54,80.18,71.45,61.53,62.24,1.56,77.89,D,10.0,Yes,Yes,High,4,6.0
S1267,Female,19,CS,58.28,86.76,62.93,81.19,83.98,5.26,88.26,F,5.7,No,Yes,Medium,7,8.4
S1268,Female,23,Engineering,69.76,83.55,44.6,75.55,94.77,5.51,86.34,B,17.3,No,Yes,Medium,6,7.9
S1269,Male,22,Business,75.431409455843,97.11,75.79,51.07,71.08,7.1,61.69,B,28.6,No,No,Medium,10,5.5
S1270,Male,20,Engineering,75.431409455843,84.29,92.05,56.48,78.02,8.78,66.53,C,27.2,No,Yes,High,3,7.0
S1271,Male,20,Engineering,71.63,81.59,81.15,90.55,61.42,4.68,93.44,B,29.6,Yes,Yes,Low,1,4.3
S1272,Female,23,CS,66.91,55.7,62.89,74.18,70.61,2.33,86.16,F,11.2,No,Yes,Medium,8,4.7
S1273,Female,22,CS,75.431409455843,95.49,47.66,57.3,66.84,3.34,85.63,F,22.4,Yes,Yes,Low,2,8.7
S1274,Male,18,CS,64.81,50.77,88.98,73.26,82.78,8.47,63.45,B,6.4,Yes,No,Medium,5,4.0
S1275,Male,22,Mathematics,94.32,94.29,96.5,62.66,99.23,1.46,89.6,B,25.1,No,Yes,Low,3,5.0
S1276,Female,21,CS,75.431409455843,58.76,63.3,61.18,90.67,6.27,67.92,F,18.1,No,Yes,Low,4,4.7
S1277,Female,23,Business,85.7,47.81,83.72,97.89,59.61,0.13,70.07,B,29.9,No,Yes,High,3,7.5
S1278,Male,22,Engineering,80.6,89.6,64.65,68.1,78.88,2.46,64.38,C,11.0,No,Yes,Medium,3,4.5
S1279,Male,18,CS,71.36,40.15,70.14,52.32,53.32,5.91,56.07,D,24.6,No,Yes,High,3,4.1
S1280,Male,22,Engineering,61.95,89.93,90.19,98.52,62.35,4.56,71.02,F,9.3,Yes,Yes,Medium,10,8.7
S1281,Male,20,Business,68.45,55.74,45.01,89.74,58.61,4.94,50.85,D,12.2,Yes,Yes,Medium,8,8.4
S1282,Female,19,Business,79.61,93.08,71.82,62.72,66.78,6.61,72.8,D,12.4,Yes,Yes,Medium,1,5.8
S1283,Female,20,CS,75.431409455843,81.49,52.88,70.44,83.94,2.35,86.25,F,19.4,No,Yes,Low,2,4.5
S1284,Male,24,CS,60.74,79.97,60.39,93.11,74.97,2.81,98.04,C,14.1,Yes,Yes,Low,2,7.4
S1285,Male,19,CS,55.82,61.92,78.67,67.87,96.65,6.84,53.93,F,16.0,No,Yes,Medium,9,8.4
S1286,Male,24,CS,75.431409455843,43.56,41.63,78.37,60.64,5.38,64.06,A,18.0,No,Yes,Medium,7,8.9
S1287,Female,22,Engineering,72.02,89.8,75.63,76.74,68.21,0.15,74.71,B,6.4,Yes,No,High,10,4.7
S1288,Male,21,Business,81.26,50.25,57.01,70.06,66.49,6.7,58.52,A,21.6,Yes,Yes,Low,7,7.0
S1289,Male,22,CS,74.52,62.34,80.17,81.98,61.8,6.2,55.84,F,21.2,No,Yes,Medium,8,6.2
S1290,Male,18,Business,93.63,76.02,48.49,73.66,99.66,0.79,72.62,B,29.1,Yes,Yes,Low,2,4.8
S1291,Female,22,Engineering,77.35,68.94,84.15,51.06,69.36,7.48,79.04,B,8.3,No,Yes,Medium,10,8.0
S1292,Male,19,CS,74.04,51.92,78.74,90.72,97.03,5.22,91.01,A,5.8,No,Yes,Medium,1,7.9
S1293,Female,20,CS,96.23,48.44,98.27,55.66,69.52,2.05,99.89,B,8.3,Yes,Yes,Low,6,8.8
S1294,Male,21,Business,75.431409455843,47.39,94.67,73.2,60.2,5.59,88.71,F,15.6,Yes,Yes,Medium,3,4.4
S1295,Male,24,Business,55.58,91.78,57.0,79.0,55.96,5.95,61.07,D,10.3,Yes,Yes,Medium,2,5.2
S1296,Male,22,Engineering,58.89,41.89,41.64,85.28,92.78,9.2,87.4,C,10.4,No,Yes,Medium,3,8.1
S1297,Female,22,CS,89.36,98.62,79.32,70.54,51.6,7.42,76.86,A,26.7,No,No,Medium,4,6.0
S1298,Male,20,CS,91.79,51.91,76.17,86.78,98.22,3.02,72.54,A,13.1,No,Yes,Low,5,6.4
S1299,Male,21,CS,77.26,46.62,41.65,56.57,70.91,1.18,96.79,A,15.4,Yes,Yes,High,10,7.1
S1300,Female,23,Engineering,77.72,74.62,47.36,82.67,62.37,8.53,85.1,B,22.1,No,Yes,High,10,6.0
S1301,Female,24,Business,81.6,44.8,75.08,91.32,80.87,8.46,84.08,C,13.5,No,Yes,Medium,4,4.2
S1302,Female,22,CS,71.96,76.15,94.71,94.47,56.65,1.75,50.59,C,18.9,Yes,Yes,Medium,8,7.0
S1303,Male,22,Business,84.01,91.04,94.39,74.79867276377426,53.61,0.62,93.25,B,18.1,No,Yes,Low,6,5.1
S1304,Female,23,Engineering,55.42,42.87,49.09,65.64,91.39,7.12,89.67,D,11.5,No,Yes,Low,7,8.8
S1305,Male,24,Engineering,98.06,87.99,63.07,58.17,71.23,7.23,64.95,A,22.9,Yes,No,Medium,4,7.5
S1306,Female,19,Mathematics,87.51,63.67,42.59,67.28,75.91,1.77,64.61,B,25.9,No,Yes,Low,7,8.2
S1307,Female,19,CS,81.56,49.57,68.16,77.0,58.83,6.68,52.67,D,24.6,Yes,Yes,Low,5,8.8
S1308,Female,18,Mathematics,65.82,50.57,85.19,59.82,53.07,2.79,52.54,B,14.9,Yes,Yes,Medium,2,4.3
S1309,Male,20,CS,58.05,95.13,87.4,97.63,68.39,2.61,83.43,C,28.3,No,Yes,Low,9,4.7
S1310,Male,21,CS,70.47,46.64,69.94,94.86,75.31,3.25,59.31,C,27.5,No,Yes,Low,2,8.0
S1311,Male,22,Business,83.08,92.01,45.75,51.65,88.27,5.2,96.18,F,11.7,No,Yes,Low,2,8.4
S1312,Male,24,Mathematics,75.431409455843,72.65,62.88,78.1,75.05,8.04,92.12,F,8.1,No,Yes,Medium,3,4.0
S1313,Male,22,Engineering,69.13,42.34,95.93,89.47,89.13,4.99,67.44,D,27.3,No,Yes,Medium,4,8.7
S1314,Male,18,Engineering,80.66,67.87,53.78,62.27,55.77,2.98,69.0,B,23.6,Yes,Yes,Low,7,6.3
S1315,Male,24,Business,90.69,89.05,59.19,76.19,53.2,8.84,66.36,A,12.8,No,Yes,Medium,5,6.3
S1316,Male,24,Business,51.31,83.57,84.81,70.3,57.94,0.55,54.62,F,12.6,No,Yes,Low,7,8.4
S1317,Male,22,CS,72.53,69.33,84.01,59.83,88.6,7.97,51.57,B,13.1,No,Yes,Low,1,5.4
S1318,Female,20,Business,75.431409455843,91.6,94.73,80.74,87.97,7.84,72.61,C,26.5,No,Yes,Low,4,6.9
S1319,Female,18,Engineering,77.31,47.22,63.29,99.68,57.07,2.54,97.15,B,11.0,No,Yes,Low,2,5.7
S1320,Male,20,Engineering,82.57,94.6,70.88,68.26,51.55,1.98,95.86,D,21.3,No,Yes,Low,6,4.6
S1321,Male,18,Engineering,75.83,90.79,68.04,77.62,84.26,8.75,90.49,A,25.9,No,Yes,High,2,5.8
S1322,Male,22,Engineering,99.59,82.5,95.67,66.39,92.76,5.59,81.43,A,14.7,Yes,Yes,High,4,4.9
S1323,Male,18,Mathematics,52.73,89.07,86.16,93.85,87.71,0.46,92.81,C,6.5,Yes,Yes,Medium,5,6.6
S1324,Female,19,Engineering,74.55,72.63,89.89,74.79867276377426,60.14,8.91,75.75,C,24.0,No,Yes,Low,8,6.6
S1325,Female,24,Mathematics,54.57,80.51,47.99,58.94,79.19,3.49,59.01,C,5.5,No,Yes,Medium,5,6.2
S1326,Male,21,CS,57.99,73.64,87.51,95.0,87.87,3.42,84.21,D,25.8,No,Yes,Medium,2,4.9
S1327,Female,22,Business,69.15,61.33,65.98,57.58,62.79,6.43,96.03,C,14.0,Yes,Yes,Low,10,4.6
S1328,Female,23,Business,57.78,74.13,41.4,54.77,76.39,6.61,50.98,D,25.0,No,Yes,Low,8,4.5
S1329,Male,21,Engineering,98.18,55.45,43.61,82.65,65.72,3.53,62.57,A,18.6,No,Yes,Medium,8,4.6
S1330,Male,22,Engineering,97.34,66.42,80.67,69.3,61.28,1.43,63.27,B,14.0,Yes,Yes,Low,10,5.5
S1331,Male,21,Engineering,66.81,56.85,62.32,76.54,98.48,5.52,54.95,C,27.5,Yes,Yes,Medium,1,4.0
S1332,Male,19,Business,81.99,47.37,92.09,82.63,95.63,6.25,61.27,C,24.2,Yes,Yes,Low,9,4.3
S1333,Female,21,Business,76.69,59.31,84.06,52.64,72.28,8.6,69.2,D,7.0,No,Yes,Medium,8,6.4
S1334,Male,18,CS,90.78,91.12,41.3,64.65,56.84,4.84,96.99,A,28.3,No,Yes,Medium,1,4.9
S1335,Female,21,Business,81.37,62.86,81.21,73.05,86.4,6.46,93.01,A,16.7,No,Yes,Medium,9,5.3
S1336,Male,22,Engineering,50.01,84.88,51.54,63.33,62.79,0.54,97.3,D,8.7,No,Yes,Low,9,5.8
S1337,Female,23,CS,88.16,50.51,65.35,52.45,58.43,8.95,56.03,A,24.3,No,Yes,High,8,4.2
S1338,Male,23,Business,87.34,65.47,77.48,54.33,69.08,3.27,51.4,A,17.9,No,Yes,Low,10,5.1
S1339,Male,20,Engineering,75.49,46.89,92.36,90.09,76.49,6.32,55.49,F,21.8,No,Yes,Medium,7,7.9
S1340,Female,24,Business,95.15,48.32,67.37,95.57,54.87,9.16,95.71,A,22.4,No,Yes,Low,6,5.7
S1341,Female,21,CS,95.42,77.05,88.51,57.61,78.59,8.11,57.87,A,9.9,No,No,Low,5,4.9
S1342,Female,23,CS,76.2,76.45,86.98,74.79867276377426,50.77,6.38,78.63,D,29.3,No,Yes,Medium,6,5.0
S1343,Male,21,Engineering,80.4,52.8,64.87,82.61,94.59,7.04,61.38,D,7.6,Yes,Yes,Low,1,8.9
S1344,Female,24,CS,99.83,68.47,70.06,97.71,96.04,9.21,51.03,A,20.1,Yes,Yes,Medium,1,4.7
S1345,Female,23,Business,64.94,91.8,82.03,64.98,86.65,8.12,54.23,B,8.7,No,Yes,Medium,9,8.5
S1346,Female,24,CS,66.23,50.45,41.87,92.76,73.33,6.1,85.49,A,26.9,Yes,Yes,High,6,4.4
S1347,Female,21,Engineering,59.14,41.15,93.45,75.3,62.74,6.59,59.12,D,9.3,No,Yes,High,3,8.4
S1348,Female,22,CS,94.79,79.12,86.19,97.83,87.21,1.47,61.46,A,16.0,No,No,Low,9,6.5
S1349,Female,21,CS,87.22,43.21,54.96,56.81,96.59,4.7,68.86,A,7.2,Yes,No,Low,3,7.0
S1350,Female,24,Business,55.28,98.8,98.87,74.79867276377426,57.93,3.01,82.86,F,16.2,No,Yes,Medium,9,5.2
S1351,Female,22,CS,99.09,76.58,50.76,72.05,73.29,4.32,73.47,A,5.1,No,Yes,Low,5,8.5
S1352,Female,22,Engineering,86.55,68.22,94.85,97.65,65.76,6.62,97.23,B,16.1,Yes,Yes,Medium,1,6.9
S1353,Male,20,Mathematics,92.53,65.8,59.47,72.93,67.84,1.49,71.71,A,22.2,Yes,No,Low,5,7.4
S1354,Male,23,Engineering,75.431409455843,74.38,85.79,76.5,70.29,0.17,59.96,A,9.6,No,Yes,Medium,10,6.8
S1355,Female,18,Business,75.25,45.44,67.38,90.24,97.59,3.97,76.81,F,18.8,No,Yes,Medium,2,4.6
S1356,Male,22,CS,84.93,95.8,84.19,86.13,62.93,3.22,72.54,A,16.9,No,Yes,Medium,2,8.2
S1357,Male,24,CS,77.15,77.54,49.35,80.98,74.63,4.2,89.36,D,13.4,Yes,No,Low,1,4.9
S1358,Female,23,Business,83.33,51.04,56.17,70.85,97.57,9.31,96.76,A,21.8,Yes,Yes,Low,10,5.5
S1359,Female,19,Business,75.431409455843,73.75,45.99,89.62,73.8,7.07,91.81,B,29.9,Yes,No,Low,4,7.3
S1360,Female,21,Engineering,68.72,48.0,91.91,97.41,93.18,3.27,69.45,B,28.4,No,Yes,Medium,4,4.5
S1361,Female,24,Engineering,92.43,41.05,57.78,50.49,52.94,1.79,60.81,A,29.3,No,Yes,High,5,8.7
S1362,Female,19,Engineering,58.15,77.83,81.67,79.39,97.65,6.18,95.72,D,5.5,Yes,Yes,Medium,4,4.6
S1363,Female,24,CS,63.54,78.91,89.21,93.3,59.38,6.58,69.3,B,11.4,Yes,Yes,High,2,7.3
S1364,Male,21,Business,52.17,75.02,94.09,82.66,99.0,4.84,88.51,C,28.1,Yes,No,Low,5,7.2
S1365,Female,20,Engineering,68.22,51.01,46.38,90.04,58.78,2.13,99.48,B,6.2,No,Yes,Medium,8,7.5
S1366,Male,24,Engineering,69.0,76.21,93.58,94.75,72.22,0.29,78.87,F,14.1,No,Yes,High,6,6.2
S1367,Female,22,Business,90.26,43.39,51.84,87.55,65.43,2.66,73.99,A,21.3,No,Yes,Low,5,5.9
S1368,Female,18,CS,82.66,76.55,84.21,74.79867276377426,71.66,4.57,84.99,F,29.6,No,Yes,High,7,8.9
S1369,Male,22,CS,71.84,73.24,83.73,98.24,62.53,7.88,59.7,D,11.9,Yes,Yes,Medium,1,8.1
S1370,Female,21,Business,82.61,79.32,40.51,93.18,98.27,8.54,74.41,C,24.1,No,Yes,High,6,6.4
S1371,Female,24,Business,52.64,93.73,53.24,90.77,65.29,4.13,65.62,D,21.5,No,Yes,Low,2,4.9
S1372,Male,18,Engineering,59.01,91.02,69.51,54.32,82.66,7.96,58.21,C,20.3,No,Yes,Medium,5,8.5
S1373,Female,22,CS,81.35,98.84,65.2,74.79867276377426,56.87,9.93,80.51,D,23.6,No,Yes,Low,10,7.2
S1374,Male,18,CS,82.07,98.57,95.11,77.84,91.22,7.17,78.79,B,11.3,Yes,Yes,Low,4,4.7
S1375,Female,21,Engineering,88.71,86.34,61.58,85.48,77.13,7.29,88.06,B,13.5,No,Yes,High,7,4.9
S1376,Female,20,CS,70.15,97.39,96.22,65.16,98.97,9.1,93.65,B,19.0,No,No,Medium,9,6.7
S1377,Male,20,Business,86.13,92.04,67.57,54.67,71.17,3.38,61.02,A,16.0,No,Yes,Medium,9,6.5
S1378,Female,24,Mathematics,75.431409455843,83.65,97.86,65.55,59.77,0.11,88.99,D,23.0,No,No,Medium,10,6.0
S1379,Male,22,Business,75.431409455843,44.52,84.24,74.79867276377426,67.3,9.87,68.37,C,25.0,No,Yes,Medium,1,6.1
S1380,Male,19,CS,60.76,42.94,89.76,93.87,86.85,4.9,81.44,D,18.2,No,Yes,High,7,4.9
S1381,Male,21,Business,77.58,90.26,46.29,95.65,82.96,7.86,92.51,A,14.8,Yes,No,High,7,5.3
S1382,Female,22,CS,80.09,69.38,75.17,68.94,88.92,8.12,62.81,F,27.8,No,Yes,Medium,5,6.5
S1383,Female,22,CS,99.93,88.88,48.56,68.63,53.67,3.98,80.05,A,23.7,No,Yes,High,8,4.3
S1384,Male,20,CS,60.06,58.78,57.86,70.34,79.02,5.41,74.02,C,21.8,No,Yes,Low,10,5.8
S1385,Female,24,CS,76.16,63.86,77.41,68.79,96.61,5.4,89.53,A,6.4,Yes,Yes,Low,4,5.1
S1386,Female,18,Mathematics,67.31,82.01,83.57,83.31,55.4,2.2,84.86,D,18.2,No,No,Low,1,4.9
S1387,Female,21,CS,76.29,94.92,42.35,67.92,54.72,1.18,88.48,C,8.0,No,Yes,High,4,4.7
S1388,Male,18,CS,61.61,45.27,71.86,51.02,85.83,5.44,64.4,D,21.5,No,No,Medium,2,4.7
S1389,Female,23,Mathematics,52.38,91.69,73.92,71.95,65.76,1.2,85.22,F,12.5,Yes,No,High,3,4.8
S1390,Male,23,CS,78.63,87.58,44.73,61.21,82.93,3.46,80.29,B,23.5,No,Yes,Low,4,5.9
S1391,Female,21,Business,66.79,58.93,70.04,51.44,77.27,1.86,72.83,C,24.5,No,Yes,Low,7,4.5
S1392,Female,24,CS,59.1,61.31,82.83,73.54,99.3,7.07,68.92,C,12.5,No,Yes,Medium,9,8.5
S1393,Male,19,CS,66.2,42.79,43.19,60.3,94.45,8.72,66.58,D,29.4,No,Yes,Low,4,6.5
S1394,Female,23,Mathematics,52.46,40.94,85.62,72.64,83.9,5.78,50.48,D,17.9,Yes,Yes,High,2,6.5
S1395,Male,20,CS,97.52,68.62,74.59,63.89,63.08,4.1,58.48,B,10.4,No,Yes,Medium,10,5.1
S1396,Female,19,Engineering,79.06,45.73,89.99,80.19,63.1,9.97,52.95,F,24.4,No,Yes,Medium,10,8.3
S1397,Male,22,CS,90.74,51.64,53.08,99.54,94.11,0.21,92.42,A,24.0,No,Yes,Medium,4,8.1
S1398,Female,23,CS,71.16,90.81,90.0,77.36,79.27,3.04,93.0,F,15.3,No,Yes,Medium,8,4.2
S1399,Female,20,CS,95.17,74.26,45.67,82.34,89.46,2.79,92.31,A,21.5,No,Yes,Medium,2,7.7
S1400,Female,22,CS,74.17,78.02,64.23,95.96,72.49,3.56,90.9,D,5.5,No,Yes,Low,8,4.9
S1401,Male,19,CS,78.7,51.25,51.97,68.7,55.15,2.31,61.07,B,12.3,No,Yes,High,5,6.8
S1402,Male,21,Business,74.59,89.72,92.56,74.79867276377426,66.63,2.64,74.59,C,27.0,No,Yes,Medium,2,8.4
S1403,Male,22,Engineering,86.66,92.08,82.3,64.14,58.06,2.58,95.39,B,10.8,No,Yes,Low,8,8.7
S1404,Female,18,CS,78.33,71.4,41.52,70.14,89.09,5.06,87.99,A,27.6,Yes,No,Medium,2,4.9
S1405,Male,21,Engineering,63.58,94.75,40.57,82.25,85.03,3.91,50.09,B,19.5,No,Yes,Medium,4,8.7
S1406,Male,21,Mathematics,57.28,90.69,57.47,50.23,54.42,6.39,72.97,D,27.6,No,Yes,High,2,4.3
S1407,Male,19,Mathematics,80.31,83.88,48.6,92.67,81.07,5.14,50.53,C,8.3,No,Yes,High,6,8.5
S1408,Male,19,Business,74.46,84.04,77.82,53.8,93.71,1.83,64.03,A,16.6,No,Yes,Low,3,7.9
S1409,Male,20,Business,54.8,46.32,79.83,95.03,84.87,8.1,71.79,C,12.4,No,Yes,Low,7,8.6
S1410,Male,20,CS,69.78,56.25,96.52,97.47,75.56,4.72,94.64,F,27.2,No,Yes,Low,6,5.8
S1411,Male,18,CS,75.74,44.01,97.12,99.51,65.59,1.53,82.72,D,13.5,No,Yes,Low,1,8.7
S1412,Male,21,Engineering,91.34,40.52,79.53,74.79867276377426,94.35,1.67,68.12,A,19.7,No,Yes,Medium,9,8.1
S1413,Male,24,Engineering,53.81,49.5,40.34,57.09,71.14,7.97,74.53,F,25.7,No,Yes,Medium,7,5.6
S1414,Male,18,Engineering,67.42,92.83,61.54,85.31,92.77,7.03,90.87,A,10.7,Yes,Yes,High,1,5.7
S1415,Female,18,Engineering,91.13,54.39,70.79,60.17,89.15,5.07,64.98,A,6.1,Yes,Yes,High,4,5.8
S1416,Female,24,Mathematics,82.42,98.21,69.95,94.86,90.81,3.06,80.75,D,17.4,Yes,Yes,Medium,4,6.9
S1417,Male,24,Business,64.5,75.84,76.2,65.83,99.49,4.61,63.11,A,22.1,Yes,Yes,Medium,6,4.9
S1418,Female,24,Engineering,92.27,54.24,97.63,66.34,87.44,6.36,74.0,A,23.0,Yes,Yes,Medium,3,6.2
S1419,Female,19,Business,74.66,69.83,93.11,95.88,51.7,8.79,51.23,C,15.4,Yes,No,Medium,2,4.3
S1420,Male,18,CS,74.92,53.15,46.53,50.66,60.27,5.56,92.61,A,7.0,No,No,Low,3,5.8
S1421,Male,18,CS,98.83,99.04,55.96,59.7,51.76,2.77,52.42,A,15.1,Yes,Yes,Low,4,7.3
S1422,Male,22,CS,97.36,90.84,89.99,74.79867276377426,59.5,0.43,61.22,B,8.0,No,Yes,High,8,6.9
S1423,Female,24,Engineering,67.93,41.57,89.46,85.04,53.07,1.75,66.68,A,6.8,No,Yes,Medium,8,5.6
S1424,Male,24,CS,57.03,96.87,56.52,82.38,75.08,6.5,81.26,F,12.6,No,No,Medium,1,5.3
S1425,Female,20,Business,66.28,83.26,83.84,83.47,51.41,1.6,86.0,C,24.4,No,Yes,High,9,5.6
S1426,Male,20,CS,51.52,44.94,80.32,94.0,73.63,4.82,54.02,D,24.2,No,Yes,Low,4,4.3
S1427,Female,21,Engineering,51.04,80.24,68.41,56.05,94.94,6.99,52.17,F,20.2,No,Yes,Medium,4,5.3
S1428,Female,20,CS,69.78,78.82,52.09,76.11,87.43,3.08,89.95,C,25.7,No,Yes,Low,4,7.5
S1429,Male,23,CS,75.431409455843,53.13,93.32,86.27,97.2,6.69,85.61,F,17.5,No,Yes,Medium,7,4.9
S1430,Male,21,Business,93.57,85.51,80.67,81.81,61.33,5.81,91.58,A,11.1,No,Yes,Low,2,4.7
S1431,Female,24,Engineering,75.57,45.22,50.14,72.42,76.55,4.39,83.83,B,19.2,No,No,Medium,7,8.2
S1432,Female,22,Mathematics,78.26,69.37,82.29,50.86,65.93,8.97,87.55,F,28.1,No,Yes,Low,10,5.2
S1433,Male,20,Mathematics,50.3,40.6,84.49,53.02,74.69,6.92,68.95,D,5.9,Yes,Yes,Medium,2,5.3
S1434,Male,22,CS,60.78,98.12,93.21,55.95,77.85,3.61,79.51,D,29.1,No,Yes,High,3,6.3
S1435,Female,20,CS,75.431409455843,85.09,53.37,67.16,51.81,8.04,90.27,F,23.6,No,Yes,Low,5,6.4
